Program Time [s],data 0,on/off
11.4681,3318,0
11.4745,3312,0
11.4806,3310,0
11.4868,3517,0
11.4931,3510,0
11.4994,3503,0
11.5056,3497,0
11.5118,3491,0
11.5181,3477,0
11.5244,3474,0
11.5306,3466,0
11.5368,3461,0
11.5431,3454,0
11.5497,3451,0
11.5555,3443,0
11.5618,3439,0
11.5681,3438,0
11.5744,3429,0
11.5805,3423,0
11.5868,3409,0
11.5931,3410,0
11.5994,3403,0
11.6056,3401,0
11.612,3583,0
11.6181,3571,0
11.6244,3568,0
11.6305,3558,0
11.6368,3550,0
11.6431,3615,0
11.6494,3543,0
11.6555,3535,0
11.6618,3531,0
11.6681,3524,0
11.6744,3517,0
11.6805,3505,0
11.6868,3503,0
11.6931,3491,0
11.6994,3495,0
11.7055,3481,0
11.7118,3473,0
11.718,3456,0
11.7244,3468,0
11.7305,3460,0
11.7368,3630,0
11.743,3627,0
11.7494,3617,0
11.7555,3603,0
11.7618,3599,0
11.768,3598,0
11.7744,3581,0
11.7806,3568,0
11.7868,3568,0
11.793,3555,0
11.7994,3549,0
11.8056,3543,0
11.8118,3534,0
11.818,3529,0
11.8244,3519,0
11.8305,3515,0
11.8368,3506,0
11.843,3504,0
11.8494,3497,0
11.8556,3490,0
11.8618,3568,0
11.868,3563,0
11.8744,3550,0
11.8806,3546,0
11.8868,3536,0
11.893,3534,0
11.8995,3519,0
11.9055,3517,0
11.9118,3509,0
11.918,3503,0
11.9244,3502,0
11.9305,3488,0
11.9368,3489,0
11.943,3483,0
11.9493,3472,0
11.9555,3467,0
11.9618,3459,0
11.968,3456,0
11.9744,3449,0
11.9806,3440,0
11.9868,3511,0
11.993,3504,0
11.9994,3489,0
12.0056,3486,0
12.0118,3475,0
12.018,3470,0
12.0244,3457,0
12.0305,3454,0
12.0368,3442,0
12.043,3439,0
12.0494,3429,0
12.0555,3426,0
12.0618,3419,0
12.068,3410,0
12.0744,3406,0
12.0805,3389,0
12.0867,3395,0
12.093,3389,0
12.0994,3371,0
12.1055,3376,0
12.1118,3504,0
12.118,3487,0
12.1242,3479,0
12.1305,3472,0
12.1368,3465,0
12.1431,3457,0
12.1492,3455,0
12.1555,3442,0
12.1618,3434,0
12.1681,3424,0
12.1744,3421,0
12.1805,3410,0
12.1868,3408,0
12.193,3399,0
12.1993,3398,0
12.2056,3383,0
12.2118,3379,0
12.218,3368,0
12.2243,3368,0
12.2305,3361,0
12.2367,2603,0
12.243,2602,0
12.2493,2603,0
12.2555,2602,0
12.2618,2599,0
12.268,2595,0
12.2744,2595,0
12.2805,2593,0
12.2868,2591,0
12.293,2591,0
12.2993,2589,0
12.3055,2586,0
12.3118,2587,0
12.318,2586,0
12.3243,2585,0
12.3305,2582,0
12.3368,2578,0
12.343,2581,0
12.3494,2577,0
12.3555,2577,0
12.3618,4095,0
12.368,4095,0
12.3743,4095,0
12.3805,4095,0
12.3868,4095,0
12.393,4095,0
12.3993,4095,0
12.4055,4095,0
12.4118,4095,0
12.418,4095,0
12.4243,4095,0
12.4305,4095,0
12.4368,4095,0
12.443,4095,0
12.4493,4095,0
12.4555,4095,0
12.4618,4095,0
12.4681,4095,0
12.4743,4095,0
12.4805,4095,0
12.4868,4095,0
12.493,4095,0
12.4993,4095,0
12.5055,4095,0
12.5118,4095,0
12.518,4095,0
12.5243,4095,0
12.5305,4095,0
12.5368,4095,0
12.543,4095,0
12.5493,4095,0
12.5555,4095,0
12.5618,4095,0
12.568,4095,0
12.5742,4095,0
12.5805,4095,0
12.5868,4095,0
12.593,4095,0
12.5993,4095,0
12.6055,4095,0
12.6118,4095,0
12.618,4095,0
12.6243,4095,0
12.6305,4095,0
12.6368,4095,0
12.643,4095,0
12.6492,4095,0
12.6555,4095,0
12.6618,4095,0
12.668,4095,0
12.6742,4095,0
12.6805,4095,0
12.6867,4095,0
12.693,4095,0
12.6993,4095,0
12.7055,4095,0
12.7118,4095,0
12.718,4095,0
12.7243,4095,0
12.7305,4095,0
12.7367,4095,0
12.743,4095,0
12.7493,4095,0
12.7555,4095,0
12.7618,4095,0
12.768,4095,0
12.7742,4095,0
12.7805,4095,0
12.7868,4095,0
12.793,4095,0
12.7993,4095,0
12.8055,4095,0
12.8118,4095,0
12.818,4095,0
12.8243,4095,0
12.8305,4095,0
12.8368,4095,0
12.843,4095,0
12.8493,4095,0
12.8555,4095,0
12.8618,4095,0
12.868,4095,0
12.8743,4095,0
12.8805,4095,0
12.8867,4095,0
12.893,4095,0
12.8993,4095,0
12.9055,4095,0
12.9118,4095,0
12.918,4095,0
12.9243,4095,0
12.9305,4095,0
12.9367,4095,0
12.943,4095,0
12.9493,4095,0
12.9555,4095,0
12.9617,4095,0
12.968,4095,0
12.9743,4095,0
12.9805,4095,0
12.9836,0,0
12.9868,0,0
12.9899,0,0
12.993,0,0
12.9961,0,0
12.9992,0,0
13.0025,0,4095
13.0055,0,4095
13.0086,0,4095
13.0117,0,4095
13.0149,0,4095
13.018,0,4095
13.0211,0,4095
13.0242,0,4095
13.0275,0,4095
13.0305,0,4095
13.0336,0,4095
13.0369,0,4095
13.0399,0,4095
13.043,0,4095
13.0461,0,4095
13.0492,0,4095
13.0525,0,4095
13.0555,0,4095
13.0586,0,4095
13.0617,0,4095
13.0649,0,4095
13.068,0,4095
13.0711,0,4095
13.0743,0,4095
13.0775,0,4095
13.0805,0,4095
13.0836,0,4095
13.0867,0,4095
13.0898,0,4095
13.093,0,4095
13.0961,0,4095
13.0992,0,4095
13.1024,0,4095
13.1055,0,4095
13.1086,0,4095
13.1117,0,4095
13.1148,0,4095
13.118,0,4095
13.1211,0,4095
13.1242,0,4095
13.1275,0,4095
13.1305,0,4095
13.1336,0,4095
13.1367,0,4095
13.1398,0,4095
13.143,0,4095
13.1461,0,4095
13.1492,0,4095
13.1525,0,4095
13.1557,0,4095
13.1587,0,4095
13.1618,0,4095
13.1649,0,4095
13.168,0,4095
13.1711,0,4095
13.1743,0,4095
13.1774,0,4095
13.1805,0,4095
13.1836,0,4095
13.1867,0,4095
13.1899,0,4095
13.193,0,4095
13.1961,0,4095
13.1992,0,4095
13.2025,0,4095
13.2055,0,4095
13.2086,0,4095
13.2117,0,4095
13.2148,0,4095
13.218,0,4095
13.2211,0,4095
13.2242,0,4095
13.2274,0,4095
13.2305,0,4095
13.2336,0,4095
13.2367,0,4095
13.2399,0,4095
13.243,0,4095
13.2461,0,4095
13.2492,0,4095
13.2525,0,4095
13.2554,0,4095
13.2586,0,4095
13.2617,0,4095
13.2648,0,4095
13.268,0,4095
13.2711,0,4095
13.2742,0,4095
13.2775,0,4095
13.2805,0,4095
13.2836,0,4095
13.2867,0,4095
13.2899,0,4095
13.293,0,4095
13.2961,0,4095
13.2992,0,4095
13.3024,0,4095
13.3054,0,4095
13.3086,0,4095
13.3117,0,4095
13.3148,0,4095
13.3179,0,4095
13.3211,0,4095
13.3242,0,4095
13.3275,0,4095
13.3305,0,4095
13.3336,0,4095
13.3367,0,4095
13.3398,0,4095
13.343,0,4095
13.3461,0,4095
13.3492,0,4095
13.3524,0,4095
13.3554,0,4095
13.3586,0,4095
13.3617,0,4095
13.3649,0,4095
13.368,0,4095
13.3711,0,4095
13.3742,0,4095
13.3775,0,4095
13.3805,0,4095
13.3836,0,4095
13.3867,0,4095
13.3898,0,4095
13.393,0,4095
13.3961,0,4095
13.3992,0,4095
13.4025,0,4095
13.4055,0,4095
13.4086,0,4095
13.4117,0,4095
13.4149,0,4095
13.418,0,4095
13.4211,0,4095
13.4242,0,4095
13.4275,0,4095
13.4305,0,4095
13.4336,0,4095
13.4367,0,4095
13.4398,0,4095
13.443,0,4095
13.4461,0,4095
13.4492,0,4095
13.4525,0,4095
13.4555,0,4095
13.4586,0,4095
13.4617,0,4095
13.4648,0,4095
13.468,0,4095
13.4711,0,4095
13.4742,0,4095
13.4775,0,4095
13.4804,0,4095
13.4836,0,4095
13.4867,0,4095
13.4898,0,4095
13.493,0,4095
13.4961,0,4095
13.4992,0,4095
13.5025,0,4095
13.5054,0,4095
13.5086,0,4095
13.5117,0,4095
13.5149,0,4095
13.518,0,4095
13.5211,0,4095
13.5244,0,4095
13.5274,0,4095
13.5304,0,4095
13.5336,0,4095
13.5367,0,4095
13.5399,0,4095
13.543,0,4095
13.5461,0,4095
13.5492,0,4095
13.5525,0,4095
13.5555,0,4095
13.5586,0,4095
13.5617,0,4095
13.5648,0,4095
13.5679,0,4095
13.5711,0,4095
13.5742,0,4095
13.5775,0,4095
13.5804,0,4095
13.5836,0,4095
13.5867,0,4095
13.5898,0,4095
13.5929,0,4095
13.5961,0,4095
13.5992,0,4095
13.6024,0,4095
13.6054,0,4095
13.6086,0,4095
13.6117,0,4095
13.6148,0,4095
13.618,0,4095
13.6211,0,4095
13.6242,0,4095
13.6274,0,4095
13.6305,0,4095
13.6336,0,4095
13.6367,0,4095
13.6398,0,4095
13.6429,0,4095
13.6461,0,4095
13.6492,0,4095
13.6525,0,4095
13.6554,0,4095
13.6586,0,4095
13.6617,0,4095
13.6648,0,4095
13.668,0,4095
13.6711,0,4095
13.6742,0,4095
13.6774,0,4095
13.6804,0,4095
13.6836,0,4095
13.6867,0,4095
13.6898,0,4095
13.6929,0,4095
13.6961,0,4095
13.6992,0,4095
13.7024,0,4095
13.7055,0,4095
13.7086,0,4095
13.7117,0,4095
13.7148,0,4095
13.7179,0,4095
13.7211,0,4095
13.7242,0,4095
13.7274,0,4095
13.7305,0,4095
13.7336,0,4095
13.7367,0,4095
13.7398,0,4095
13.7429,0,4095
13.7461,0,4095
13.7492,0,4095
13.7524,0,4095
13.7555,0,4095
13.7586,0,4095
13.7617,0,4095
13.7648,0,4095
13.7679,0,4095
13.7711,0,4095
13.7742,0,4095
13.7773,0,4095
13.7804,0,4095
13.7836,0,4095
13.7867,0,4095
13.7898,0,4095
13.7929,0,4095
13.7961,0,4095
13.7992,0,4095
13.8024,0,4095
13.8055,0,4095
13.8085,0,4095
13.8117,0,4095
13.8148,0,4095
13.8179,0,4095
13.8211,0,4095
13.8242,0,4095
13.8274,0,4095
13.8304,0,4095
13.8336,0,4095
13.8367,0,4095
13.8398,0,4095
13.8429,0,4095
13.8461,0,4095
13.8492,0,4095
13.8524,0,4095
13.8555,0,4095
13.8586,0,4095
13.8617,0,4095
13.8648,0,4095
13.8679,0,4095
13.8711,0,4095
13.8742,0,4095
13.8774,0,4095
13.8805,0,4095
13.8836,0,4095
13.8867,0,4095
13.8898,0,4095
13.8929,0,4095
13.8961,0,4095
13.8992,0,4095
13.9024,0,4095
13.9055,0,4095
13.9086,0,4095
13.9117,0,4095
13.9148,0,4095
13.9179,0,4095
13.9211,0,4095
13.9242,0,4095
13.9275,0,4095
13.9305,0,4095
13.9336,0,4095
13.9367,0,4095
13.9398,0,4095
13.9429,0,4095
13.9461,0,4095
13.9492,0,4095
13.9524,0,4095
13.9554,0,4095
13.9586,0,4095
13.9617,0,4095
13.9648,0,4095
13.9679,0,4095
13.9711,0,4095
13.9742,0,4095
13.9774,0,4095
13.9805,0,4095
13.9836,0,4095
13.9867,0,4095
13.9898,0,4095
13.9929,0,4095
13.9961,0,4095
13.9992,0,4095
14.0024,0,4095
14.0055,0,4095
14.0086,0,4095
14.0117,0,4095
14.0148,0,4095
14.0179,0,4095
14.0211,0,4095
14.0242,0,4095
14.0274,0,4095
14.0305,0,4095
14.0335,0,4095
14.0367,0,4095
14.0398,0,4095
14.0429,0,4095
14.0461,0,4095
14.0492,0,4095
14.0524,0,4095
14.0554,0,4095
14.0586,0,4095
14.0617,0,4095
14.0648,0,4095
14.0679,0,4095
14.0711,0,4095
14.0742,0,4095
14.0774,0,4095
14.0805,0,4095
14.0836,0,4095
14.0867,0,4095
14.0898,0,4095
14.0929,0,4095
14.0961,0,4095
14.0992,0,4095
14.1024,0,4095
14.1055,0,4095
14.1086,0,4095
14.1117,0,4095
14.1148,0,4095
14.1179,0,4095
14.121,0,4095
14.1242,0,4095
14.1305,2636,4095
14.1367,2633,4095
14.1429,2631,4095
14.1494,2631,4095
14.1554,2635,4095
14.1617,2635,4095
14.1679,2640,4095
14.1745,2642,4095
14.1805,2647,4095
14.1867,2649,4095
14.1929,2655,4095
14.1992,2661,4095
14.2055,2664,4095
14.2117,2670,4095
14.2179,2672,4095
14.2242,2676,4095
14.2305,2677,4095
14.2367,2687,4095
14.2429,2688,4095
14.2492,2703,4095
14.2555,2851,4095
14.2617,2843,4095
14.2679,2833,4095
14.2742,2832,4095
14.2805,2825,4095
14.2867,2823,4095
14.2929,2821,4095
14.2992,2820,4095
14.3055,2817,4095
14.3116,2820,4095
14.3179,2816,4095
14.3242,2816,4095
14.3304,2819,4095
14.3367,2815,4095
14.3429,2816,4095
14.3492,2813,4095
14.3555,2816,4095
14.3617,2816,4095
14.3679,2816,4095
14.3742,2815,4095
14.3805,2737,4095
14.3867,2717,4095
14.3929,2716,4095
14.3992,2713,4095
14.4054,2671,4095
14.4117,2706,4095
14.4179,2708,4095
14.4242,2705,4095
14.4305,2704,4095
14.4367,2704,4095
14.4429,2706,4095
14.4492,2706,4095
14.4555,2706,4095
14.4617,2707,4095
14.4679,2708,4095
14.4742,2707,4095
14.4804,2710,4095
14.4866,2711,4095
14.4929,2711,4095
14.4992,2710,4095
14.5055,3267,4095
14.5117,3258,4095
14.5179,3251,4095
14.5242,3248,4095
14.5304,3243,4095
14.5367,3238,4095
14.5429,3233,4095
14.5492,3228,4095
14.5555,3229,4095
14.5617,3222,4095
14.5679,3218,4095
14.5742,3216,4095
14.5805,3215,4095
14.5867,3214,4095
14.5929,3211,4095
14.5992,3213,4095
14.6054,3212,4095
14.6117,3210,4095
14.6179,3203,4095
14.6242,3200,4095
14.6304,2639,4095
14.6367,2629,4095
14.6429,2624,4095
14.6492,2630,4095
14.6555,2622,4095
14.6617,2622,4095
14.6679,2622,4095
14.6742,2622,4095
14.6805,2623,4095
14.6867,2621,4095
14.6929,2617,4095
14.6991,2623,4095
14.7055,2623,4095
14.7117,2623,4095
14.7179,2619,4095
14.7242,2621,4095
14.7305,2619,4095
14.7367,2623,4095
14.7429,2622,4095
14.7491,2623,4095
14.7555,2928,4095
14.7617,2944,4095
14.7679,2940,4095
14.7742,2923,4095
14.7805,2943,4095
14.7866,2939,4095
14.7929,2932,4095
14.7992,2937,4095
14.8055,2933,4095
14.8117,2935,4095
14.8179,2932,4095
14.8242,2942,4095
14.8304,2933,4095
14.8367,2928,4095
14.8429,2935,4095
14.8492,2933,4095
14.8554,2933,4095
14.8616,2931,4095
14.8679,2933,4095
14.8742,2933,4095
14.8805,2357,4095
14.8866,2352,4095
14.8929,2349,4095
14.8992,2343,4095
14.9055,2341,4095
14.9116,2341,4095
14.9179,2342,4095
14.9242,2343,4095
14.9305,2335,4095
14.9367,2346,4095
14.9429,2347,4095
14.9492,2348,4095
14.9555,2347,4095
14.9617,2346,4095
14.9679,2351,4095
14.9741,2351,4095
14.9805,2304,4095
14.9866,2352,4095
14.9929,2371,4095
14.9992,2353,4095
15.0054,4095,4095
15.0117,4095,4095
15.0179,4095,4095
15.0242,4095,4095
15.0305,4095,4095
15.0366,4095,4095
15.0429,4095,4095
15.0491,4095,4095
15.0555,4095,4095
15.0616,4095,4095
15.0679,4095,4095
15.0742,4095,4095
15.0805,4095,4095
15.0867,4095,4095
15.0929,4095,4095
15.0992,4095,4095
15.1054,4095,4095
15.1116,4095,4095
15.1179,4095,4095
15.1241,4095,4095
15.1305,4095,4095
15.1366,4095,4095
15.1429,4095,4095
15.1492,4095,4095
15.1555,4095,4095
15.1617,4095,4095
15.1679,4095,4095
15.1742,4095,4095
15.1805,4095,4095
15.1866,4095,4095
15.1929,4095,4095
15.1991,4095,4095
15.2055,4095,4095
15.2116,4095,4095
15.2179,4095,4095
15.2241,4095,4095
15.2305,4095,4095
15.2366,4095,4095
15.2429,4095,4095
15.2491,4095,4095
15.2554,4095,4095
15.2616,4095,4095
15.2678,4095,4095
15.2741,4095,4095
15.2805,4095,4095
15.2866,4095,4095
15.2929,4095,4095
15.2991,4095,4095
15.3055,4095,4095
15.3116,4095,4095
15.3179,4095,4095
15.3241,4095,4095
15.3304,4095,4095
15.3366,4095,4095
15.3429,4095,4095
15.3491,4095,4095
15.3555,4095,4095
15.3617,4095,4095
15.3679,4095,4095
15.3741,4095,4095
15.3805,4095,4095
15.3868,4095,4095
15.3929,4095,4095
15.3991,4095,4095
15.4054,4095,4095
15.4116,4095,4095
15.4179,4095,4095
15.4241,4095,4095
15.4305,4095,4095
15.4366,4095,4095
15.4429,4095,4095
15.4491,4095,4095
15.4554,4095,4095
15.4616,4095,4095
15.4679,4095,4095
15.4741,4095,4095
15.4805,4095,4095
15.4866,4095,4095
15.4929,4095,4095
15.4991,4095,4095
15.5054,4095,4095
15.5116,4095,4095
15.5179,4095,4095
15.5241,4095,4095
15.5305,4095,4095
15.5366,4095,4095
15.5429,4095,4095
15.5491,4095,4095
15.5554,4095,4095
15.5617,4095,4095
15.5679,4095,4095
15.5741,4095,4095
15.5805,4095,4095
15.5866,4095,4095
15.5929,4095,4095
15.5991,4095,4095
15.6055,4095,4095
15.6116,4095,4095
15.6178,4095,4095
15.6241,4095,4095
15.6305,2512,4095
15.6366,2511,4095
15.6429,2505,4095
15.6491,2509,4095
15.6554,2512,4095
15.6616,2513,4095
15.6679,2514,4095
15.6741,2525,4095
15.6804,2519,4095
15.6866,2538,4095
15.6929,2541,4095
15.6991,2576,4095
15.7054,2551,4095
15.7116,2557,4095
15.7179,2559,4095
15.7241,2576,4095
15.7305,2577,4095
15.7366,2583,4095
15.7429,2586,4095
15.7491,2595,4095
15.7555,4095,4095
15.7616,4095,4095
15.7678,4095,4095
15.7741,4095,4095
15.7805,4095,4095
15.7866,4095,4095
15.7929,4095,4095
15.7991,4095,4095
15.8054,4095,4095
15.8116,4095,4095
15.8179,4095,4095
15.8241,4095,4095
15.8305,4095,4095
15.8366,4095,4095
15.8428,4095,4095
15.8491,4095,4095
15.8554,4095,4095
15.8616,4095,4095
15.8678,4095,4095
15.8741,4095,4095
15.8804,4095,4095
15.8866,4095,4095
15.8928,4095,4095
15.8991,4095,4095
15.9055,4095,4095
15.9116,4095,4095
15.9178,4095,4095
15.9241,4095,4095
15.9305,4095,4095
15.9366,4095,4095
15.9428,4095,4095
15.9491,4095,4095
15.9555,4095,4095
15.9616,4095,4095
15.9678,4095,4095
15.9741,4095,4095
15.9805,4095,4095
15.9866,4095,4095
15.9928,4095,4095
15.9991,4095,4095
16.0055,4095,4095
16.0116,4095,0
16.0178,4095,0
16.0241,4095,0
16.0305,4095,0
16.0366,4095,0
16.0429,4095,0
16.0491,4095,0
16.0555,4095,0
16.0616,4095,0
16.068,4095,0
16.0741,4095,0
16.0804,4095,0
16.0866,4095,0
16.0928,4095,0
16.0991,4095,0
16.1055,4095,0
16.1116,4095,0
16.1179,4095,0
16.1241,4095,0
16.1305,4095,0
16.1366,4095,0
16.1428,4095,0
16.1491,4095,0
16.1554,4095,0
16.1616,4095,0
16.1678,4095,0
16.1741,4095,0
16.1804,4095,0
16.1866,4095,0
16.1928,4095,0
16.1991,4095,0
16.2055,4095,0
16.2116,4095,0
16.2178,4095,0
16.2241,4095,0
16.2304,4095,0
16.2366,4095,0
16.2428,4095,0
16.2491,4095,0
16.2554,3647,0
16.2616,3632,0
16.2678,3614,0
16.2741,3601,0
16.2804,3601,0
16.2866,3594,0
16.2928,3578,0
16.2991,3571,0
16.3054,3572,0
16.3116,3566,0
16.3179,3565,0
16.3241,3562,0
16.3304,3551,0
16.3366,3547,0
16.3428,3542,0
16.3491,3539,0
16.3554,3536,0
16.3616,3533,0
16.3678,3531,0
16.3741,3536,0
16.3804,2874,0
16.3866,2864,0
16.3928,2865,0
16.3991,2859,0
16.4054,2860,0
16.4116,2859,0
16.4178,2859,0
16.4241,2862,0
16.4305,2863,0
16.4366,2886,0
16.4428,2859,0
16.4491,2864,0
16.4554,2866,0
16.4615,2866,0
16.4678,2870,0
16.4741,2869,0
16.4804,2871,0
16.4866,2877,0
16.4928,2874,0
16.4991,2878,0
16.5054,3482,0
16.5116,3474,0
16.5178,3463,0
16.5241,3463,0
16.5304,3458,0
16.5366,3456,0
16.5428,3453,0
16.5491,3454,0
16.5554,3449,0
16.5616,3447,0
16.5678,3447,0
16.5741,3446,0
16.5805,3445,0
16.5865,3446,0
16.5928,3443,0
16.5991,3443,0
16.6054,3452,0
16.6116,3446,0
16.6178,3445,0
16.6241,3446,0
16.6304,3301,0
16.6366,3295,0
16.6428,3287,0
16.649,3282,0
16.6554,3279,0
16.6616,3277,0
16.6678,3275,0
16.674,3275,0
16.6804,3273,0
16.6865,3270,0
16.6928,3275,0
16.6991,3273,0
16.7054,3273,0
16.7115,3266,0
16.7178,3267,0
16.7241,3268,0
16.7304,3271,0
16.7365,3265,0
16.7428,3267,0
16.7491,3269,0
16.7554,3152,0
16.7616,3143,0
16.7678,3139,0
16.774,3136,0
16.7804,3131,0
16.7866,3133,0
16.7928,3129,0
16.799,3130,0
16.8054,3126,0
16.8115,3123,0
16.8178,3120,0
16.824,3121,0
16.8304,3123,0
16.8366,3120,0
16.8428,3120,0
16.849,3121,0
16.8553,3119,0
16.8615,3118,0
16.8678,3117,0
16.8741,3116,0
16.8804,2384,0
16.8865,2355,0
16.8928,2370,0
16.8991,2370,0
16.9054,2371,0
16.9115,2367,0
16.9178,2366,0
16.9241,2365,0
16.9304,2365,0
16.9365,2367,0
16.9428,2366,0
16.9491,2366,0
16.9554,2366,0
16.9615,2365,0
16.9678,2360,0
16.974,2358,0
16.9804,2359,0
16.9865,2357,0
16.9928,2358,0
16.9991,2357,0
17.0054,2185,0
17.0116,2173,0
17.0178,2162,0
17.024,2164,0
17.0304,2160,0
17.0366,2160,0
17.0428,2162,0
17.049,2162,0
17.0553,2160,0
17.0615,2159,0
17.0678,2160,0
17.074,2159,0
17.0804,2180,0
17.0867,2160,0
17.0928,2159,0
17.099,2157,0
17.1054,2157,0
17.1115,2160,0
17.1178,2160,0
17.124,2144,0
17.1304,2182,0
17.1365,2177,0
17.1428,2172,0
17.1491,2170,0
17.1554,2163,0
17.1615,2165,0
17.1678,2165,0
17.174,2162,0
17.1804,2162,0
17.1865,2162,0
17.1928,2162,0
17.199,2160,0
17.2054,2165,0
17.2115,2164,0
17.2178,2161,0
17.224,2162,0
17.2304,2161,0
17.2365,2160,0
17.2428,2160,0
17.249,2160,0
17.2553,2253,0
17.2615,2285,0
17.2678,2282,0
17.274,2278,0
17.2804,2277,0
17.2865,2279,0
17.2928,2277,0
17.299,2281,0
17.3053,2279,0
17.3115,2278,0
17.3177,2256,0
17.324,2275,0
17.3304,2278,0
17.3365,2284,0
17.3428,2279,0
17.349,2273,0
17.3553,2278,0
17.3615,2275,0
17.368,2275,0
17.374,2274,0
17.3804,2321,0
17.3865,2315,0
17.3928,2307,0
17.399,2309,0
17.4053,2306,0
17.4115,2309,0
17.4177,2309,0
17.424,2311,0
17.4303,2306,0
17.4365,2306,0
17.4428,2306,0
17.449,2309,0
17.4552,2307,0
17.4615,2306,0
17.4677,2311,0
17.474,2306,0
17.4803,2310,0
17.4867,2312,0
17.4928,2311,0
17.499,2314,0
17.5053,2454,0
17.5115,2451,0
17.5177,2449,0
17.524,2443,0
17.5303,2443,0
17.5365,2446,0
17.5428,2441,0
17.549,2439,0
17.5553,2447,0
17.5616,2430,0
17.5678,2445,0
17.574,2447,0
17.5802,2446,0
17.5865,2447,0
17.5928,2448,0
17.599,2446,0
17.6052,2447,0
17.6115,2443,0
17.6178,2447,0
17.624,2448,0
17.6303,2419,0
17.6365,2415,0
17.6428,2411,0
17.649,2405,0
17.6553,2405,0
17.6615,2405,0
17.6677,2405,0
17.6741,2406,0
17.6803,2409,0
17.6865,2407,0
17.6928,2410,0
17.699,2405,0
17.7053,2407,0
17.7115,2409,0
17.7178,2411,0
17.724,2409,0
17.7302,2407,0
17.7365,2407,0
17.7427,2405,0
17.749,2407,0
17.7553,2609,0
17.7615,2581,0
17.7678,2574,0
17.774,2571,0
17.7803,2571,0
17.7865,2569,0
17.7927,2570,0
17.799,2567,0
17.8053,2572,0
17.8115,2569,0
17.8177,2575,0
17.824,2573,0
17.8303,2573,0
17.8365,2576,0
17.8427,2576,0
17.849,2571,0
17.8552,2573,0
17.8615,2576,0
17.8678,2575,0
17.874,2571,0
17.8792,606,0
17.8844,599,0
17.8896,594,0
17.8948,589,0
17.9,588,0
17.9053,588,0
17.9105,587,0
17.9157,591,0
17.9209,590,0
17.9261,591,0
17.9314,587,0
17.9365,596,0
17.9417,592,0
17.9469,592,0
17.9521,592,0
17.9574,591,0
17.9625,590,0
17.9677,592,0
17.973,592,0
17.9782,592,0
17.9835,594,0
17.9886,594,0
17.9938,593,0
17.999,595,0
18.0052,1250,0
18.0115,1246,0
18.0177,1243,0
18.024,1239,0
18.0302,1239,0
18.0365,1247,0
18.0428,1250,0
18.0491,1255,0
18.0552,1264,0
18.0615,1266,0
18.0677,1275,0
18.074,1279,0
18.0803,1285,0
18.0865,1294,0
18.0927,1296,0
18.099,1298,0
18.1052,1302,0
18.1115,1311,0
18.1178,1314,0
18.124,1306,0
18.1303,2849,0
18.1365,2841,0
18.1427,2839,0
18.149,2832,0
18.1552,2832,0
18.1615,2832,0
18.1677,2833,0
18.174,2837,0
18.1802,2833,0
18.1865,2843,0
18.1927,2845,0
18.199,2850,0
18.2052,2854,0
18.2115,2857,0
18.2177,2860,0
18.2239,2861,0
18.2302,2864,0
18.2365,2864,0
18.2428,2864,0
18.249,2866,0
18.2552,4095,0
18.2615,4095,0
18.2677,4095,0
18.2739,4095,0
18.2803,4095,0
18.2865,4095,0
18.2927,4095,0
18.299,4095,0
18.3052,4095,0
18.3115,4095,0
18.3177,4095,0
18.324,4095,0
18.3302,4095,0
18.3365,4095,0
18.3427,4095,0
18.349,4095,0
18.3552,4095,0
18.3615,4095,0
18.3677,4095,0
18.374,4095,0
18.3802,4095,0
18.3865,4095,0
18.3927,4095,0
18.399,4095,0
18.4052,4095,0
18.4115,4095,0
18.4177,4095,0
18.424,4095,0
18.4302,4095,0
18.4365,4095,0
18.4427,4095,0
18.449,4095,0
18.4552,4095,0
18.4615,4095,0
18.4677,4095,0
18.474,4095,0
18.4802,4095,0
18.4865,4095,0
18.4927,4095,0
18.499,4095,0
18.5052,4095,0
18.5115,4095,0
18.5177,4095,0
18.5239,4095,0
18.5302,4095,0
18.5365,4095,0
18.5427,4095,0
18.549,4095,0
18.5552,4095,0
18.5615,4095,0
18.5677,4095,0
18.5739,4095,0
18.5802,4095,0
18.5865,4095,0
18.5927,4095,0
18.5989,4095,0
18.6053,4095,0
18.6115,4095,0
18.6177,4095,0
18.6239,4095,0
18.6302,4095,0
18.6365,4095,0
18.6427,4095,0
18.6489,4095,0
18.6552,4095,0
18.6615,4095,0
18.6678,4095,0
18.6739,4095,0
18.6802,4095,0
18.6865,4095,0
18.6927,4095,0
18.6989,4095,0
18.7052,4095,0
18.7114,4095,0
18.7177,4095,0
18.7239,4095,0
18.7302,4095,0
18.7364,4095,0
18.7427,4095,0
18.7489,4095,0
18.7552,4095,0
18.7615,4095,0
18.7677,4095,0
18.7739,4095,0
18.7802,4095,0
18.7865,4095,0
18.7927,4095,0
18.799,4095,0
18.8052,4095,0
18.8115,4095,0
18.8177,4095,0
18.8239,4095,0
18.8302,4095,0
18.8365,4095,0
18.8427,4095,0
18.8489,4095,0
18.8552,4095,0
18.8615,4095,0
18.8677,4095,0
18.8739,4095,0
18.8771,0,0
18.8802,0,0
18.8835,0,0
18.8864,0,0
18.8896,0,0
18.8927,0,0
18.8958,0,0
18.8989,0,0
18.9021,0,0
18.9052,0,0
18.9085,0,0
18.9115,0,0
18.9146,0,0
